sample	cg00002719	cg00469207	cg00582524	cg00995986	cg01163404	cg01419831	cg01452847	cg01576677	cg02467990	cg02511231	cg02571204	cg02699898	cg02919936	cg03011535	cg03217795	cg03257575	cg03401096	cg03502002	cg03563667	cg03735888	cg04123776	cg04261408	cg04281464	cg04869380	cg04904331	cg05057720	cg05166490	cg05302386	cg05374412	cg05377226	cg05917460	cg06013113	cg06382344	cg06463958	cg06530490	cg06590173	cg06825142	cg06962944	cg07790615	cg07915921	cg08382226	cg08548396	cg08566455	cg08862890	cg08934785	cg09250933	cg09493505	cg10143067	cg10249375	cg10512745	cg11014373	cg11017065	cg11314310	cg11561737	cg11601252	cg11660826	cg11942956	cg11957331	cg12042659	cg12074025	cg12483476	cg12528056	cg12928379	cg12974388	cg13314145	cg13592399	cg13840308	cg13912117	cg13939859	cg13958426	cg14038391	cg14050824	cg14123923	cg14168530	cg14186641	cg14327531	cg14394692	cg14458834	cg14473102	cg14489801	cg14712186	cg14743594	cg14861089	cg15044248	cg15267232	cg15467646	cg15576900	cg15778437	cg15836635	cg15994026	cg16150752	cg16328106	cg16732616	cg16779463	cg16926316	cg17031478	cg17712694	cg17774001	cg17812788	cg17839237	cg17872757	cg17969084	cg18091469	cg18206027	cg18621142	cg18751958	cg18816098	cg19497031	cg19807257	cg19882915	cg20072442	cg20079899	cg20183619	cg20295992	cg20449590	cg20690085	cg20872937	cg20980783	cg21038156	cg21039708	cg21185289	cg21277995	cg21790626	cg21898844	cg21929943	cg22231056	cg22399133	cg22868282	cg23026864	cg23164203	cg23871697	cg23912454	cg23960736	cg24221648	cg24292235	cg24416513	cg24507921	cg24632241	cg24761507	cg24831879	cg25200152	cg25875213	cg25884711	cg26121782	cg26682580	cg27200446	cg27393010	cg27577527
V7_S12	0.0135632	0.0304974	0.0381828	0.0998101	0.848336	0.127007	0.0229495	0.0371921	0.0157626	0.0556413	0.935101	0.872284	0.0666279	0.0641861	0.0142959	0.089497	0.0224481	0.0325705	0.00733402	0.0859048	0.0275559	0.00886382	0.116129	0.902887	0.015649	0.0255679	0.0316415	0.0233449	0.0251523	0.0173487	0.0371246	0.87397	0.0501208	0.0372882	0.0245065	0.0902293	0.18715	0.0643958	0.0270218	0.0657598	0.0442457	0.283051	0.0827832	0.0139317	0.0437644	0.0764923	0.0158888	0.0514799	0.0393257	0.0616113	0.0432079	0.0147607	0.885268	0.0578972	0.0639341	0.0252269	0.02212	0.103666	0.0855227	0.00568818	0.0759605	0.853692	0.187986	0.0587657	0.052451	0.0228001	0.905115	0.0320261	0.0326162	0.0126941	0.0453958	0.849419	0.0263099	0.057038	0.016318	0.0332472	0.321294	0.00868739	0.0226236	0.126922	0.0327458	0.28009	0.0260235	0.0182715	0.0370881	0.193413	0.0193378	0.0597436	0.032857	0.00769274	0.0646226	0.0208774	0.0328891	0.0189615	0.880452	0.0209241	0.065689	0.872623	0.0191809	0.00554868	0.0146455	0.00828988	0.0731505	0.0151829	0.846457	0.878067	0.0180402	0.0268126	0.089271	0.90563	0.0311993	0.0638228	0.0353853	0.0442751	0.142677	0.894881	0.0365598	0.0385832	0.0342931	0.0713195	0.0541175	0.0303905	0.0358423	0.909946	0.0302991	0.00693377	0.0505249	0.0262788	0.0442774	0.00816222	0.893458	0.00859971	0.712703	0.0246753	0.0103883	0.0303932	0.0101389	0.0309686	0.055894	0.904256	0.0304413	0.00885284	0.0388702	0.0206232	0.0317284	0.191714	0.079022	0.00829825
V7_S13	0.00557434	0.0369283	0.0406378	0.0457917	0.850685	0.119117	0.0249622	0.0321198	0.0211646	0.0561798	0.932278	0.864636	0.0476132	0.0511499	0.00639563	0.0970705	0.0230609	0.0504398	0.0105729	0.0673978	0.0241134	0.0128567	0.136826	0.901808	0.0207277	0.037834	0.0342431	0.0188317	0.0320948	0.0106784	0.0397325	0.849057	0.0440114	0.0395005	0.0191259	0.0582145	0.149997	0.0509157	0.0317339	0.0769281	0.0396233	0.293093	0.0687018	0.00879738	0.0292937	0.0575651	0.0206986	0.04443	0.0348092	0.061958	0.0335284	0.0065661	0.901306	0.0525923	0.059596	0.0118805	0.0164928	0.0836247	0.0673342	0.00620513	0.0782621	0.875717	0.149941	0.0577796	0.0479685	0.0167412	0.916497	0.0376091	0.033045	0.00566689	0.0391849	0.850338	0.0293596	0.0554399	0.0126219	0.0241868	0.285452	0.00656603	0.0240983	0.07815	0.0339042	0.276581	0.0284666	0.00746714	0.0197883	0.171124	0.01976	0.0542884	0.0330114	0.0064925	0.0626987	0.0093433	0.0285948	0.00729074	0.893863	0.0224451	0.062565	0.865706	0.0108118	0.0110098	0.00676774	0.00839036	0.0376807	0.0209119	0.849382	0.881112	0.0239839	0.0291172	0.101154	0.912706	0.0353197	0.0248406	0.0376049	0.0392921	0.170246	0.90242	0.048764	0.0222917	0.0357725	0.0754034	0.0424319	0.0252488	0.0204254	0.908482	0.0365243	0.00822474	0.0183468	0.0333279	0.0417289	0.00381804	0.900495	0.0123765	0.715121	0.0282511	0.00602669	0.0363812	0.00694375	0.035382	0.0547153	0.902824	0.0129495	0.00911407	0.0331959	0.0242926	0.0364401	0.179714	0.0730999	0.00373573
V7_S14	0.00586049	0.0334437	0.0322881	0.0597624	0.865279	0.126101	0.0189426	0.0353604	0.0128869	0.0500165	0.942822	0.871348	0.0488314	0.0508362	0.0054467	0.0816866	0.0201853	0.0264268	0.00315749	0.0768308	0.0269458	0.00495439	0.12514	0.895052	0.0128071	0.0193749	0.0315505	0.0219824	0.0240917	0.00348746	0.0316442	0.88101	0.037142	0.0363326	0.0192428	0.0404777	0.150079	0.050693	0.0235589	0.0709632	0.0364524	0.26588	0.0749845	0.0073044	0.0346379	0.0621895	0.0129494	0.045554	0.030793	0.0555923	0.0390448	0.00503531	0.897044	0.0470097	0.0561182	0.00966746	0.00881932	0.0925574	0.0769217	0.00231642	0.0782535	0.878201	0.149311	0.0557871	0.050261	0.0173173	0.907883	0.0313953	0.0251782	0.00600354	0.0388728	0.865649	0.0180852	0.0488335	0.0103858	0.0165333	0.337553	0.00376867	0.0178185	0.047914	0.0248486	0.32916	0.0304983	0.00529649	0.0190458	0.204851	0.0123275	0.0471512	0.0315427	0.00440228	0.0624552	0.0072822	0.0224735	0.00530395	0.883561	0.0200508	0.0618997	0.87223	0.0107433	0.00488791	0.00526925	0.00473866	0.0511396	0.0131147	0.835088	0.876876	0.0191061	0.0138793	0.0849662	0.899832	0.029102	0.0153873	0.0291049	0.0357398	0.0892728	0.893236	0.0378519	0.0188254	0.031242	0.0678316	0.0470142	0.021037	0.0143044	0.906926	0.0336714	0.00398645	0.0176311	0.0294433	0.0393471	0.00358722	0.897457	0.00635488	0.716952	0.0228703	0.00427273	0.0211997	0.00502482	0.029267	0.0488931	0.9001	0.00910048	0.00498159	0.028792	0.0170715	0.0301742	0.19834	0.0638131	0.00364929
V7_S15	0.0204058	0.0489768	0.0410065	0.250764	0.821796	0.136987	0.0338989	0.055551	0.0246302	0.0593143	0.92603	0.857593	0.0739803	0.0586467	0.0179888	0.129244	0.0308688	0.0376749	0.0110089	0.0875142	0.0337072	0.013465	0.137309	0.86613	0.0246883	0.0410537	0.0472215	0.0287142	0.0433346	0.030753	0.0458836	0.853711	0.0658654	0.0425056	0.0450931	0.326056	0.269836	0.0585997	0.0357323	0.0735837	0.0564719	0.277801	0.0970605	0.0244822	0.0480149	0.121508	0.0242997	0.0545699	0.0543904	0.0660403	0.0500559	0.0152403	0.875263	0.0656311	0.0656595	0.0359414	0.022809	0.12225	0.086281	0.0163928	0.0841328	0.753216	0.270624	0.0625192	0.0586957	0.0246785	0.875822	0.0378331	0.0436363	0.0214958	0.0519299	0.802739	0.0362399	0.063894	0.0220168	0.0293582	0.365928	0.0148821	0.0420894	0.107611	0.0449396	0.325384	0.0326663	0.0116544	0.0308743	0.181035	0.0455872	0.070516	0.0428634	0.0287236	0.0778551	0.0153685	0.0345998	0.0116733	0.856728	0.0303564	0.0788369	0.868522	0.022707	0.0158443	0.0151547	0.0220634	0.126527	0.02472	0.733926	0.838572	0.0220057	0.0392262	0.126796	0.878015	0.038856	0.0263114	0.0407729	0.0565837	0.0857132	0.762595	0.0491869	0.0313157	0.0423993	0.0727501	0.0703576	0.036531	0.0298596	0.866303	0.0508678	0.00995784	0.0548132	0.029922	0.0381959	0.0108085	0.880069	0.0152635	0.660321	0.0269938	0.0242075	0.0452062	0.0170062	0.038282	0.0642334	0.829985	0.0635804	0.0148611	0.0412711	0.032827	0.0400322	0.194647	0.0836179	0.0115519
V7_S16	0.00387074	0.0229612	0.0328632	0.0551486	0.845884	0.122393	0.0172653	0.0337708	0.0115268	0.0472675	0.934467	0.8386	0.0463124	0.0522161	0.00436891	0.0910596	0.0192489	0.0242847	0.00390092	0.0849465	0.0217057	0.0112314	0.1237	0.89187	0.0115034	0.0223075	0.0272037	0.013818	0.0240226	0.00495793	0.0280807	0.860431	0.0333015	0.03472	0.0179041	0.0390287	0.148186	0.0519368	0.0238322	0.063596	0.0335894	0.32848	0.0589755	0.00615574	0.0197169	0.0463564	0.0115231	0.0472132	0.0287275	0.0552658	0.0362357	0.00555832	0.885939	0.0417545	0.0512926	0.0116126	0.0113965	0.0914547	0.0869812	0.00249114	0.0769105	0.792417	0.147515	0.0561841	0.0387169	0.0130566	0.90575	0.0325176	0.0222178	0.00421579	0.0332409	0.833779	0.0189204	0.0501751	0.0114532	0.0140278	0.335392	0.00436017	0.0159597	0.0688987	0.0220785	0.310924	0.0198796	0.0054666	0.0200998	0.162915	0.0119009	0.0429059	0.0250235	0.00503858	0.0552401	0.0160896	0.0248074	0.00528409	0.871899	0.022903	0.0560995	0.847039	0.00821009	0.00666411	0.00558457	0.00457794	0.0511963	0.0115629	0.814133	0.869329	0.0191586	0.0197244	0.0904325	0.894279	0.0284332	0.0186702	0.035604	0.0337191	0.077493	0.901844	0.0315713	0.0167177	0.0348682	0.0598676	0.0439199	0.0189028	0.0406972	0.911794	0.0228221	0.00470752	0.0196943	0.0253972	0.0321854	0.00293665	0.872191	0.00706719	0.673296	0.0220136	0.0059767	0.0165396	0.00572022	0.0294808	0.0466497	0.89531	0.012219	0.00746362	0.0281953	0.0150409	0.0297836	0.213917	0.0627509	0.00301651
V7_S2	0.0045502	0.0308646	0.0338681	0.0624169	0.866248	0.117216	0.0182726	0.0393853	0.00998887	0.0463413	0.937225	0.890263	0.0526893	0.059887	0.00599812	0.0946281	0.0206422	0.0283037	0.0023063	0.0862829	0.0208848	0.00511255	0.122957	0.918018	0.0101059	0.0183011	0.031214	0.0139724	0.0228823	0.00462981	0.0286226	0.86344	0.042909	0.0350616	0.0188567	0.0806788	0.164442	0.0604844	0.0220412	0.0649923	0.0367595	0.263512	0.0707757	0.00554559	0.0206674	0.057739	0.00992886	0.0452762	0.0321951	0.0556771	0.0326725	0.00517117	0.894059	0.0429379	0.0568754	0.0131692	0.00412366	0.0987316	0.0923897	0.00419239	0.0851082	0.871794	0.163071	0.0526132	0.0484045	0.0140909	0.916972	0.0316206	0.0256203	0.00440421	0.0368065	0.864349	0.0227283	0.0506293	0.0105169	0.00942292	0.308183	0.00403875	0.016868	0.112864	0.0254311	0.298397	0.0217803	0.0030898	0.0161337	0.168334	0.0106371	0.0473707	0.0276655	0.00689302	0.06866	0.0143234	0.0264945	0.00320401	0.887195	0.023043	0.0685885	0.875709	0.00907505	0.00560939	0.00518251	0.00635595	0.0540211	0.0100135	0.835778	0.882044	0.0145544	0.0225623	0.0948521	0.914241	0.0290172	0.0163612	0.0311085	0.0369593	0.0511614	0.892017	0.0337681	0.0242262	0.0264252	0.0628294	0.0484413	0.0240653	0.0524133	0.93183	0.0308939	0.00494607	0.0171049	0.0236491	0.0446931	0.00278274	0.88089	0.00348424	0.721513	0.019151	0.0054999	0.016903	0.0032624	0.0298954	0.0491414	0.902859	0.0142313	0.00959432	0.0316712	0.0125897	0.0259295	0.198529	0.0617632	0.00280924
V7_S4	0.00659005	0.0344924	0.0361091	0.0773499	0.860174	0.118765	0.0200357	0.0367818	0.0141269	0.0517692	0.94817	0.876336	0.0541464	0.0550784	0.00742412	0.0886464	0.0193714	0.0361368	0.0070165	0.0833619	0.0253583	0.00924341	0.114879	0.895597	0.0142287	0.027698	0.0295133	0.01569	0.0231952	0.00923495	0.0339418	0.859392	0.0365434	0.0353195	0.0182466	0.0688076	0.198916	0.0551614	0.0254655	0.0678775	0.0394633	0.245979	0.0704486	0.00781529	0.0249606	0.0633762	0.0138804	0.0449343	0.0322315	0.0582698	0.036214	0.00668255	0.905351	0.0464259	0.0582595	0.0158924	0.0112763	0.0950916	0.0799355	0.00431378	0.0722778	0.863184	0.199557	0.0560423	0.0488196	0.0155843	0.915187	0.0330106	0.0227702	0.00712017	0.0430891	0.861064	0.0205486	0.0515469	0.0126316	0.0145833	0.320386	0.00587289	0.0155231	0.0937998	0.0231991	0.274682	0.0240386	0.00510007	0.0155804	0.152284	0.0165854	0.0500818	0.0348664	0.00489178	0.0622655	0.00671725	0.0282016	0.00522388	0.883458	0.0232078	0.0623323	0.869645	0.0111957	0.00619003	0.00654366	0.00762187	0.0274353	0.0140179	0.851114	0.868258	0.0154358	0.0232806	0.0869222	0.894898	0.0292172	0.0197875	0.0309415	0.0392866	0.0617066	0.880879	0.0364759	0.021872	0.0310745	0.0616716	0.0448782	0.0253	0.0126542	0.911197	0.0349238	0.00614376	0.0167005	0.0246134	0.0379544	0.00570338	0.900347	0.0100756	0.706153	0.014681	0.0061909	0.0216468	0.00684016	0.0292615	0.0505293	0.890576	0.0215477	0.007877	0.0319641	0.0170103	0.0304309	0.188582	0.0681994	0.00531438
V7_S5	0.00854013	0.0394327	0.0419054	0.0435239	0.839667	0.121719	0.0237124	0.039886	0.0178412	0.053851	0.923762	0.852919	0.052025	0.0553252	0.00568739	0.0854238	0.0252491	0.0317382	0.00875192	0.0680183	0.0246413	0.0131699	0.0996473	0.892429	0.0181244	0.0268345	0.027487	0.0223015	0.0324154	0.00796425	0.0362297	0.862529	0.036542	0.0384602	0.0194989	0.0454456	0.193361	0.0555321	0.0260887	0.0651582	0.0362001	0.267414	0.0774219	0.00687113	0.0338639	0.0605269	0.0177227	0.0506927	0.0331144	0.0591777	0.0388592	0.00630791	0.88413	0.0510225	0.0534766	0.00849754	0.0137907	0.102168	0.0674399	0.00403715	0.0768651	0.86431	0.193505	0.0576853	0.0524704	0.0177751	0.899113	0.0345612	0.029738	0.00988106	0.0360948	0.830539	0.0228104	0.0545128	0.0132813	0.0194853	0.359694	0.00676942	0.0187775	0.0834384	0.029739	0.274387	0.0243935	0.00660787	0.0177545	0.173088	0.0146161	0.050497	0.0341134	0.00490147	0.0602738	0.00475304	0.0287775	0.00643942	0.862949	0.0274729	0.0610545	0.85365	0.0102042	0.00522376	0.00634599	0.00657713	0.037134	0.0180925	0.843523	0.855505	0.0176495	0.0277778	0.0819442	0.884456	0.0324482	0.0265203	0.0340969	0.0362393	0.209595	0.881348	0.0379903	0.0222775	0.0358591	0.0648863	0.0497286	0.0265472	0.0166047	0.898856	0.0381092	0.00862695	0.0160064	0.0269506	0.0399141	0.00444689	0.894661	0.00772032	0.688868	0.029228	0.00508239	0.0224237	0.00689795	0.0314932	0.0510282	0.885898	0.0142297	0.00873389	0.0393912	0.0222101	0.0304997	0.200698	0.0672905	0.00465331
V7_S6	0.00580379	0.0300592	0.035017	0.0765009	0.862412	0.132649	0.0168828	0.0348513	0.0139553	0.0489391	0.944483	0.871576	0.0504971	0.0579962	0.00637714	0.1017	0.0208209	0.0248003	0.00895871	0.0793465	0.026119	0.0111985	0.146753	0.902594	0.0134618	0.0236572	0.0253504	0.0181655	0.0341288	0.00641355	0.0302329	0.882684	0.0380312	0.0410237	0.0210713	0.0412489	0.173925	0.0580892	0.0236938	0.0669058	0.0432276	0.400419	0.086659	0.00770603	0.0314693	0.0673671	0.0138309	0.0504281	0.0305209	0.0576556	0.0410879	0.00762228	0.908869	0.0463222	0.0574405	0.0115272	0.0138117	0.106032	0.0797551	0.00617534	0.0958532	0.887474	0.173018	0.0558237	0.044284	0.0167883	0.913553	0.0348166	0.023556	0.00575629	0.0390417	0.842978	0.0217192	0.0521285	0.0133091	0.0137096	0.292957	0.0040829	0.016245	0.0792119	0.0239802	0.311451	0.0252778	0.00649793	0.0240503	0.207534	0.0134639	0.0470962	0.0376953	0.00565498	0.0547546	0.0144671	0.0262574	0.00683323	0.896989	0.0184594	0.0558576	0.87895	0.0124529	0.0065245	0.00793146	0.00771467	0.0776453	0.0136291	0.845924	0.872909	0.0208822	0.0217229	0.104791	0.903788	0.0325346	0.0181637	0.0348616	0.0432172	0.215904	0.899969	0.034998	0.0199311	0.0264922	0.0640217	0.04961	0.0251559	0.0112636	0.92015	0.0288037	0.00792129	0.0172232	0.0286394	0.039618	0.00498782	0.908604	0.00811596	0.730025	0.0194427	0.00483787	0.0181936	0.00971528	0.0341022	0.0505343	0.907868	0.0177426	0.00799555	0.0333337	0.0229738	0.0311627	0.190105	0.0734312	0.00528459
V7_S7	0.00928967	0.0300301	0.0356316	0.0645513	0.851949	0.110973	0.02113	0.0335916	0.0160474	0.0483551	0.936938	0.868147	0.0491111	0.0499584	0.00846746	0.0833635	0.0254711	0.0281595	0.0112035	0.0899459	0.0260406	0.0167143	0.120575	0.888414	0.016294	0.0335186	0.0290894	0.0180574	0.0313218	0.0125802	0.0317311	0.851777	0.0334154	0.0367521	0.0203794	0.075169	0.172058	0.0493424	0.0256868	0.06488	0.0374758	0.227959	0.0625495	0.0104726	0.0182675	0.0549057	0.0161423	0.0435386	0.0288751	0.0552886	0.0415434	0.0108969	0.868644	0.0454381	0.0555471	0.0107204	0.0169273	0.0939627	0.093131	0.00967941	0.0682313	0.846449	0.171743	0.0495848	0.0429438	0.0199368	0.912625	0.0320249	0.0277821	0.00862789	0.037017	0.836389	0.0258052	0.047824	0.0167165	0.0192251	0.339942	0.0095123	0.0224907	0.0704681	0.02743	0.292476	0.0236057	0.0102488	0.0135331	0.164633	0.0186101	0.04576	0.0293437	0.00683969	0.0538407	0.00951337	0.0286532	0.0103451	0.876821	0.0215033	0.0537395	0.862905	0.0140676	0.0119979	0.0105521	0.0113755	0.0397294	0.0159801	0.836591	0.861938	0.0172388	0.0257764	0.0851099	0.900123	0.0309853	0.0217643	0.0302375	0.0380935	0.0691553	0.875267	0.0305652	0.0215259	0.0289394	0.052622	0.0467082	0.0277126	0.0294886	0.904936	0.0310404	0.0136034	0.016948	0.0251214	0.0354816	0.00620775	0.898544	0.0115509	0.651765	0.0218788	0.00837592	0.024067	0.00660774	0.031913	0.0493413	0.899259	0.0229312	0.0133128	0.0309272	0.0399466	0.0298606	0.183279	0.0566101	0.00625797
V7_S8	0.00869197	0.0316377	0.0293742	0.0680142	0.837885	0.0999246	0.0187663	0.0290924	0.015298	0.0452967	0.927538	0.85366	0.0440054	0.0502963	0.00733989	0.0842747	0.0232759	0.0297003	0.00994502	0.075809	0.0221412	0.00834645	0.121098	0.889437	0.0155799	0.0257736	0.0286018	0.0190738	0.0271189	0.0100872	0.028525	0.876538	0.0330535	0.0338213	0.017068	0.0574678	0.177963	0.0500222	0.0267809	0.0594132	0.0368523	0.261054	0.064409	0.00848645	0.0334331	0.0581807	0.0149954	0.0398293	0.0286423	0.050314	0.0346772	0.00689701	0.856035	0.0396618	0.0520914	0.0132028	0.0142711	0.0979187	0.0756944	0.00357202	0.0745167	0.858922	0.177731	0.0474856	0.0456405	0.0157579	0.902653	0.0302059	0.0260381	0.00822161	0.0354168	0.831525	0.0199413	0.0436327	0.0122192	0.0126307	0.319494	0.00452923	0.0171893	0.088787	0.026245	0.266463	0.0235365	0.00820947	0.0335632	0.162845	0.0144287	0.0424032	0.0334197	0.00445233	0.0558242	0.0115625	0.0252187	0.0082445	0.884757	0.0199754	0.0565698	0.842255	0.00897413	0.00628385	0.00674296	0.00875407	0.0696352	0.0153079	0.819239	0.858988	0.0130819	0.0210388	0.0842733	0.890047	0.027181	0.0180438	0.0304611	0.0364598	0.139589	0.889126	0.0315362	0.0193031	0.0273838	0.0564909	0.0436665	0.0202991	0.0135491	0.906805	0.0314993	0.00519041	0.017912	0.0288794	0.0329806	0.0036992	0.89159	0.0106976	0.6909	0.01623	0.00623126	0.016186	0.00508996	0.0262571	0.0447546	0.907182	0.0165897	0.00698956	0.0279848	0.0227874	0.0264797	0.187979	0.0637824	0.00348117
V7_S9	0.0132683	0.0263917	0.0289512	0.072942	0.852112	0.101745	0.0140478	0.0285928	0.0115611	0.0430919	0.924355	0.851001	0.0419893	0.0431208	0.00668593	0.0812537	0.014632	0.0195267	0.00479907	0.0671478	0.021791	0.00988772	0.102573	0.887528	0.0116267	0.0168844	0.0258642	0.0174584	0.0272945	0.00804777	0.0252721	0.866321	0.0339611	0.0306118	0.0178614	0.0523309	0.119337	0.0430658	0.020492	0.056207	0.0337294	0.260267	0.0554717	0.0077007	0.0273418	0.057007	0.0111998	0.0416024	0.0256413	0.0485179	0.0317641	0.00550871	0.90102	0.038649	0.0463127	0.00768879	0.0114643	0.0719766	0.0672458	0.00427051	0.0646771	0.850539	0.119859	0.047031	0.0406797	0.0147108	0.895433	0.0282942	0.0215093	0.0136514	0.0329695	0.816375	0.016516	0.0432837	0.0105067	0.0138993	0.346229	0.00729101	0.0137787	0.0759935	0.021101	0.283898	0.0191743	0.00885123	0.0157405	0.162713	0.013708	0.0380377	0.0268654	0.00766438	0.0441625	0.00539466	0.0233243	0.00894092	0.865714	0.0248536	0.0449652	0.854772	0.00936807	0.00554686	0.00526684	0.0060354	0.0387751	0.0115205	0.81975	0.86854	0.0226259	0.0147229	0.0879583	0.885428	0.0266055	0.0165494	0.0289326	0.033162	0.0467553	0.888435	0.028241	0.0161891	0.0285575	0.0533957	0.0401027	0.0195601	0.00719004	0.892595	0.0259208	0.00683362	0.019995	0.0198754	0.0323084	0.0049451	0.882976	0.00609711	0.702766	0.0145091	0.00713197	0.014972	0.0124464	0.0276211	0.0438557	0.889609	0.0182582	0.00662795	0.0253192	0.0150883	0.0249048	0.175116	0.0574759	0.00478563
V8_S1	0.0230659	0.0537611	0.0437255	0.185098	0.840623	0.139719	0.0440642	0.0484641	0.028181	0.0630981	0.947842	0.889365	0.0754715	0.0594895	0.0188033	0.108622	0.0230473	0.0390276	0.00947137	0.0972686	0.0301823	0.00996482	0.127013	0.894653	0.0287392	0.0394791	0.0513415	0.0242416	0.0294864	0.0402919	0.0527249	0.872944	0.0621974	0.0460281	0.0332867	0.225282	0.240733	0.0600818	0.0401674	0.0793989	0.0517238	0.306548	0.0889747	0.0234442	0.069929	0.101053	0.0284523	0.0554609	0.0502394	0.0680999	0.0562107	0.0145414	0.889227	0.0652815	0.0747002	0.0483292	0.0184218	0.119942	0.100278	0.00817684	0.0948309	0.830082	0.240312	0.0695052	0.0680265	0.0240749	0.904635	0.0421301	0.0510705	0.0230378	0.0506486	0.816614	0.0331649	0.0717214	0.0215757	0.0337998	0.25248	0.0151261	0.032966	0.153937	0.0504554	0.294878	0.0295322	0.00704744	0.0397983	0.198297	0.0385277	0.0703907	0.0390643	0.0115194	0.0981755	0.00668676	0.0385542	0.00753031	0.867199	0.0297801	0.0994393	0.866384	0.0153559	0.0213029	0.016579	0.019987	0.139987	0.028635	0.831288	0.848797	0.0176985	0.0408962	0.113087	0.893284	0.0429518	0.0239626	0.0454371	0.0516011	0.340081	0.861555	0.0424713	0.0355536	0.0423127	0.0777635	0.0642667	0.037884	0.0496274	0.88385	0.0548676	0.0137159	0.0612416	0.0401791	0.0592122	0.00910709	0.906947	0.0149426	0.624395	0.0234754	0.0253147	0.0335343	0.013907	0.0423724	0.0681423	0.844824	0.0672634	0.0168059	0.0466151	0.0255222	0.0425306	0.188655	0.107144	0.00910799
V8_S2	0.0569847	0.0736766	0.0189089	0.736282	0.818391	0.15187	0.0636512	0.0716666	0.0343957	0.0785502	0.948421	0.929575	0.133641	0.0708553	0.0455606	0.167574	0.0394824	0.0300828	0.00714557	0.161389	0.04678	0.00584465	0.122761	0.877578	0.0341218	0.0826651	0.0837483	0.0447928	0.0509762	0.103974	0.0676797	0.894979	0.143355	0.0410202	0.08828	0.734045	0.357895	0.0705763	0.0441498	0.0715206	0.0842998	0.259687	0.0832387	0.0518389	0.122044	0.312813	0.0344477	0.0810159	0.0851507	0.0745642	0.0712363	0.0381347	0.909731	0.106512	0.0857982	0.113629	0.0212612	0.120686	0.160109	0.0299766	0.0936874	0.544546	0.35735	0.0727157	0.0594583	0.0424012	0.902401	0.0342178	0.0871433	0.0565566	0.0689385	0.772669	0.0844778	0.0936141	0.0484731	0.0725858	0.340504	0.0434201	0.0701095	0.250969	0.0870866	0.326029	0.0314983	0.0124817	0.101093	0.239064	0.0898109	0.110831	0.0386028	0.0531676	0.116774	0.0256559	0.0537696	0.0123029	0.902188	0.0405583	0.116083	0.897253	0.0532642	0.0371654	0.038354	0.0639909	0.197429	0.0336146	0.561397	0.874511	0.00681412	0.096658	0.170089	0.907025	0.0329298	0.0644284	0.0563953	0.0840983	0.204901	0.560471	0.0383764	0.0616511	0.0598492	0.0855049	0.103608	0.0933418	0.0599382	0.786329	0.0748219	0.01548	0.143962	0.010468	0.0746841	0.0370551	0.917415	0.0158801	0.517836	0.0304432	0.0707605	0.0642058	0.0301426	0.0328669	0.101742	0.749322	0.181873	0.0487122	0.0588975	0.0218249	0.0395596	0.10544	0.132188	0.0369177
V8_S3	0.0107416	0.0349844	0.0399946	0.100558	0.815454	0.110535	0.0250883	0.0397312	0.018541	0.0509819	0.933414	0.863513	0.0600094	0.0566054	0.0140585	0.0799703	0.0133815	0.0332338	0.00387625	0.0768573	0.0270098	0.00894127	0.113508	0.866894	0.0183784	0.02515	0.0369134	0.020163	0.0270314	0.0107096	0.0399722	0.830053	0.0421425	0.0373518	0.0210064	0.0611105	0.135378	0.0560645	0.0273918	0.0716829	0.0325036	0.264073	0.0761995	0.0093317	0.0341874	0.0663381	0.0185977	0.0459094	0.0363874	0.0504609	0.0376678	0.0114378	0.891637	0.0507641	0.0582392	0.0197294	0.0106191	0.0754485	0.0815171	0.00923313	0.0657174	0.839654	0.134555	0.055389	0.050141	0.0175366	0.901276	0.0434855	0.0300864	0.0107964	0.0398888	0.816241	0.0221524	0.0536129	0.0106629	0.0139742	0.275679	0.0186096	0.0247895	0.0526316	0.0296218	0.261494	0.0226877	0.0079517	0.0223072	0.165629	0.0217711	0.0526155	0.0370225	0.0087687	0.0639624	0.0118426	0.0304617	0.0077724	0.845679	0.0208486	0.0627355	0.833513	0.00901779	0.0129317	0.0114933	0.0136828	0.030066	0.0181882	0.854488	0.857975	0.0210802	0.0152195	0.0796552	0.875385	0.038296	0.015761	0.0341748	0.032971	0.145578	0.892824	0.0357359	0.0260078	0.0318138	0.0654376	0.0464192	0.0249947	0.041793	0.896609	0.0356882	0.00574346	0.0305992	0.0322449	0.0470587	0.00414704	0.889183	0.00761635	0.66936	0.0225863	0.0112779	0.0189177	0.00568071	0.0384544	0.0531315	0.857826	0.0244767	0.01706	0.0336184	0.013334	0.035291	0.157539	0.0774868	0.003984
